,v1,v2
4156,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
4521,ham,DO U WANT 2 MEET UP 2MORRO
5011,ham,U attend ur driving lesson how many times a wk n which day?
277,ham,"Awesome, I'll see you in a bit"
943,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
1009,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
2205,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
5020,ham,:-( sad puppy noise
2085,ham,Moji i love you more than words. Have a rich day
2643,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
447,ham,I wont get concentration dear you know you are my mind and everything :-)
2794,ham,How will I creep on you now? ;_;
4262,ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
4704,ham,Hey anyway i have to :-)
2050,ham,Hi where you. You in home or calicut?
3025,ham,I finished my lunch already. U wake up already?
2785,ham,Yeah get the unlimited
896,ham,Hope you are having a good week. Just checking in
2765,ham, and  picking them up from various points
2851,ham,how tall are you princess?
96,ham,Watching telugu movie..wat abt u?
1106,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1330,ham,"Aight no rush, I'll ask jay"
4978,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
3876,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
5435,ham,I'm wif him now buying tix lar...
1287,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
5345,ham,Wat Ì_ doing now?
2018,ham,Ya it came a while ago
5569,ham,"Pity, * was in mood for that. So...any other suggestions?"
1512,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
3587,ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
2875,ham,Fuck cedar key and fuck her (come over anyway tho)
780,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2521,ham,"Sorry, I'll call later"
1680,ham,Okay... We wait ah
5397,ham,That's necessarily respectful
1920,ham,Dont know you bring some food
2215,ham,Prabha..i'm soryda..realy..frm heart i'm sory
1040,ham,Today am going to college so am not able to atten the class.
2467,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
2409,ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
2371,ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
3537,ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
2732,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
5408,ham,... Are you in the pub?
3920,ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
5145,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
4765,ham,Whens your radio show?
4406,ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
3672,ham,Moji just informed me that you saved our lives. Thanks.
1626,ham,Dear how you. Are you ok?
5414,ham,East coast
3009,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
4776,ham,Sorry completely forgot * will pop em round this week if your still here?
1420,ham,No. She's currently in scotland for that.
212,ham,K:)k:)good:)study well.
3439,ham,What time you thinkin of goin?
2850,ham,Are you going to wipro interview today?
1123,ham,Good morning princess! How are you?
4897,ham,Oh for fuck's sake she's in like tallahassee
2027,ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
426,ham,aathi..where are you dear..
1487,ham,I told your number to gautham..
2053,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
4080,ham,Hurry home. Soup is DONE!
1248,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
2842,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
4684,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
723,ham,Ya even those cookies have jelly on them
4004,ham,", ow u dey.i paid 60,400thousad.i told  u would call . "
3782,ham,Can you do online transaction?
4339,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
2700,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
2124,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
2036,ham,You can jot down things you want to remember later.
363,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
359,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
2287,ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
132,ham,First answer my question.
3067,ham,Boy you best get yo ass out here quick
2751,ham,Play w computer? Aiyah i tok 2 u lor?
684,ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
1035,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
5411,ham,I ask if u meeting da ge tmr nite...
2477,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
3173,ham,It vl bcum more difficult..
102,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5183,ham,"Fuuuuck I need to stop sleepin, sup"
4905,ham,Will you come online today night
3265,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
3676,ham,Great! So what attracts you to the brothas?
3161,ham,I can't describe how lucky you are that I'm actually awake by noon
5362,ham,I'm in inside office..still filling forms.don know when they leave me.
1360,ham,Yo dude guess who just got arrested the other day
5511,ham,"ItÛ÷s reassuring, in this crazy world."
5483,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
1605,ham,When you came to hostel.
2949,ham,Where are you ? You said you would be here when I woke ... :-(
2822,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
2147,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
1391,ham,"Haha just kidding, papa needs drugs"
1531,ham,Oh dang! I didn't mean o send that to you! Lol!
392,ham,Morning only i can ok.
4186,ham,Dear got bus directly to calicut
446,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
960,ham,U sure u can't take any sick time?
681,ham,ÌÏ log off 4 wat. It's sdryb8i
1074,ham,Aight ill get on fb in a couple minutes
3916,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
4457,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
2233,ham,Good Morning plz call me sir
3570,ham,But you dint in touch with me.
1479,ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
4647,ham,We are okay. Going to sleep now. Later
2319,ham,In which place do you want da.
3714,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
2250,ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
1553,ham,Ok how you dear. Did you call chechi
2916,ham,Yes. that will be fine. Love you. Be safe.
1897,ham,"Aight, sounds good. When do you want me to come down?"
2433,ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
1111,ham,"Awesome, think we can get an 8th at usf some time tonight?"
1555,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
4238,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
3897,ham,Otherwise had part time job na-tuition..
3622,ham,"Damn, poor zac doesn't stand a chance"
1633,ham,Yesterday its with me only . Now am going home.
834,ham,Surely result will offer:)
2378,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
2693,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
1885,ham,I think asking for a gym is the excuse for lazy people. I jog.
3212,ham,What's ur pin?
1376,ham,Auntie huai juan never pick up her phone
4685,ham,But pls dont play in others life.
3475,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
4451,ham,I've told you everything will stop. Just dont let her get dehydrated.
